"id4","sex","AGECAT"
4649,"Girl",13
6664,"Girl",15
691,"Boy",11
2183,"Girl",11
5821,"Girl",15
6369,"Boy",15
2147,"Girl",11
6453,"Boy",15
2526,"Girl",11
5701,"Boy",15
7116,"Boy",15
4899,"Boy",13
1995,"Boy",11
2110,"Girl",11
3296,"Girl",13
4593,"Boy",13
6995,"Boy",15
339,"Boy",11
7819,"Girl",15
5651,"Girl",15
6324,"Girl",15
4772,"Girl",13
893,"Boy",11
7300,"Girl",15
1760,"Girl",11
6302,"Boy",15
5167,"Girl",15
6164,"Girl",15
4840,"Boy",13
6577,"Girl",15
536,"Girl",11
841,"Boy",11
7830,"Girl",15
1254,"Girl",11
7323,"Boy",15
2100,"Boy",11
4716,"Boy",13
3687,"Girl",13
1014,"Girl",11
824,"Girl",11
6190,"Girl",15
3801,"Girl",13
4254,"Boy",13
7244,"Girl",15
209,"Boy",11
1588,"Boy",11
7581,"Girl",15
1225,"Girl",11
6183,"Girl",15
6229,"Boy",15
4852,"Boy",13
3027,"Boy",13
4504,"Girl",13
4227,"Boy",13
6925,"Girl",15
7369,"Boy",15
6812,"Girl",15
2445,"Girl",11
658,"Boy",11
3009,"Girl",13
6038,"Boy",15
2625,"Boy",11
3178,"Girl",13
2332,"Girl",11
6189,"Girl",15
1352,"Boy",11
5765,"Girl",15
7633,"Boy",15
1045,"Boy",11
3579,"Boy",13
3605,"Girl",13
103,"Girl",11
4591,"Girl",13
5125,"Boy",15
5603,"Boy",15
853,"Boy",11
7535,"Boy",15
5303,"Girl",15
4812,"Boy",13
7351,"Boy",15
1468,"Girl",11
2305,"Girl",11
5015,"Girl",13
5749,"Girl",15
7787,"Girl",15
3402,"Girl",13
5340,"Girl",15
7639,"Girl",15
7435,"Girl",15
1130,"Girl",11
6401,"Boy",15
5982,"Boy",15
4152,"Girl",13
3674,"Boy",13
5747,"Girl",15
4986,"Girl",13
3060,"Boy",13
6717,"Boy",15
2243,"Boy",11
5712,"Girl",15
4451,"Boy",13
1943,"Girl",11
443,"Boy",11
4733,"Girl",13
5274,"Girl",15
5022,"Girl",13
27,"Boy",11
4003,"Girl",13
5136,"Girl",15
3937,"Girl",13
6303,"Boy",15
7599,"Girl",15
835,"Boy",11
5551,"Girl",15
3394,"Boy",13
6379,"Boy",15
7798,"Girl",15
570,"Girl",11
3734,"Boy",13
7762,"Girl",15
5553,"Boy",15
4081,"Boy",13
3971,"Boy",13
972,"Girl",11
5756,"Boy",15
130,"Boy",11
6023,"Girl",15
2010,"Girl",11
4759,"Boy",13
6585,"Girl",15
1005,"Girl",11
7076,"Boy",15
6441,"Boy",15
1651,"Girl",11
4950,"Boy",13
1601,"Boy",11
1877,"Girl",11
7177,"Boy",15
7708,"Boy",15
3315,"Girl",13
7801,"Boy",15
1505,"Girl",11
5508,"Boy",15
5426,"Girl",15
423,"Boy",11
4597,"Boy",13
3023,"Girl",13
7153,"Boy",15
3101,"Girl",13
942,"Boy",11
3607,"Girl",13
5039,"Boy",15
4634,"Girl",13
1480,"Boy",13
3514,"Boy",13
2158,"Boy",11
7625,"Girl",15
6769,"Boy",15
7043,"Boy",15
1120,"Boy",11
2732,"Girl",13
1639,"Boy",11
4014,"Girl",13
6572,"Girl",15
1243,"Boy",11
581,"Boy",11
2905,"Girl",13
3923,"Boy",13
5062,"Girl",15
6898,"Girl",15
3849,"Girl",13
591,"Girl",11
7828,"Girl",15
1775,"Girl",11
2577,"Boy",11
5313,"Girl",15
1559,"Boy",11
6161,"Boy",15
2314,"Girl",11
7104,"Girl",15
2134,"Boy",11
2825,"Girl",13
3635,"Girl",13
40,"Boy",11
5572,"Girl",15
2192,"Boy",11
368,"Boy",11
3025,"Girl",13
663,"Boy",11
2941,"Boy",13
2807,"Girl",13
7734,"Girl",15
5083,"Boy",15
6757,"Girl",15
7275,"Girl",15
2281,"Girl",11
4201,"Boy",13
1177,"Girl",11
5392,"Girl",15
461,"Boy",11
7471,"Girl",15
2876,"Boy",13
4126,"Girl",13
6972,"Girl",15
3871,"Girl",13
6636,"Boy",15
5561,"Boy",15
7037,"Girl",15
7491,"Boy",15
4890,"Girl",13
6080,"Boy",15
2263,"Boy",11
7261,"Girl",15
4351,"Boy",13
4951,"Boy",13
4168,"Girl",13
3797,"Girl",13
981,"Boy",11
6744,"Boy",15
4247,"Boy",13
7004,"Boy",15
773,"Boy",11
4124,"Girl",13
1223,"Boy",11
5326,"Boy",15
6366,"Boy",15
6638,"Boy",15
7738,"Boy",15
3880,"Boy",13
2429,"Girl",11
6365,"Boy",15
5725,"Girl",15
2934,"Girl",13
5171,"Girl",15
1802,"Girl",11
3515,"Girl",13
5966,"Boy",15
6290,"Girl",15
5881,"Boy",15
7103,"Girl",15
4768,"Girl",13
2322,"Girl",11
3280,"Boy",13
5139,"Boy",15
1222,"Girl",11
2545,"Boy",11
2060,"Boy",11
5731,"Boy",15
2072,"Girl",11
6633,"Girl",15
4831,"Girl",13
2698,"Girl",13
3855,"Boy",13
3028,"Boy",13
3140,"Girl",13
7503,"Boy",15
3862,"Boy",13
4816,"Girl",13
129,"Girl",11
2912,"Boy",13
1252,"Girl",11
734,"Boy",11
3166,"Boy",13
1142,"Boy",11
6695,"Girl",15
3465,"Boy",13
4018,"Boy",13
862,"Boy",11
5277,"Girl",15
5177,"Boy",15
9,"Girl",11
5469,"Boy",15
5147,"Girl",15
7699,"Boy",15
5169,"Girl",15
4682,"Boy",13
7114,"Girl",15
4228,"Girl",13
2109,"Boy",11
2396,"Girl",11
72,"Boy",11
3421,"Boy",13
2186,"Boy",11
4045,"Boy",13
5196,"Girl",15
5655,"Girl",15
4073,"Girl",13
1991,"Girl",11
820,"Boy",11
6212,"Boy",15
3364,"Boy",13
5790,"Boy",15
1224,"Boy",11
303,"Girl",11
4005,"Girl",13
7032,"Girl",15
3878,"Boy",13
3428,"Boy",13
3645,"Boy",13
1096,"Boy",11
7359,"Girl",15
5775,"Boy",15
3442,"Boy",13
7388,"Girl",15
7412,"Boy",15
5947,"Girl",15
7719,"Boy",15
7372,"Girl",15
4221,"Girl",13
7394,"Boy",15
175,"Girl",11
4862,"Girl",13
456,"Boy",11
1736,"Girl",11
7012,"Girl",15
2174,"Girl",11
2938,"Boy",13
7589,"Girl",15
1686,"Girl",11
5803,"Boy",15
5476,"Girl",15
7111,"Girl",15
2483,"Boy",11
488,"Girl",11
4207,"Boy",13
149,"Girl",11
3004,"Boy",13
4404,"Girl",13
5221,"Girl",15
7840,"Boy",15
7856,"Girl",15
2828,"Boy",13
2597,"Girl",11
7632,"Girl",15
1495,"Girl",11
4297,"Girl",13
5592,"Girl",15
6751,"Boy",15
6435,"Boy",15
6881,"Girl",15
4519,"Boy",13
7381,"Girl",15
5869,"Girl",15
6327,"Girl",15
4359,"Boy",13
5757,"Girl",15
4286,"Boy",13
7528,"Boy",15
6206,"Girl",15
1618,"Boy",11
7406,"Boy",15
7125,"Girl",15
5271,"Girl",15
3644,"Boy",13
5818,"Girl",15
2666,"Girl",11
1597,"Girl",11
2256,"Boy",11
6809,"Boy",15
4068,"Boy",13
7836,"Girl",15
2685,"Girl",11
3812,"Girl",13
3064,"Girl",13
442,"Girl",11
2804,"Boy",13
892,"Girl",11
1030,"Girl",11
4181,"Boy",13
4954,"Boy",13
6200,"Girl",15
4164,"Girl",13
306,"Boy",11
7224,"Girl",15
561,"Girl",11
6597,"Girl",15
5132,"Girl",15
1019,"Boy",11
880,"Boy",11
6746,"Girl",15
4562,"Girl",13
1459,"Girl",11
1675,"Girl",11
1218,"Girl",11
3710,"Boy",13
3673,"Boy",13
6269,"Boy",15
6906,"Boy",15
6308,"Girl",15
7452,"Boy",15
7220,"Girl",15
181,"Boy",11
4523,"Boy",13
5918,"Boy",15
459,"Boy",11
6554,"Boy",15
6405,"Boy",15
6568,"Boy",15
4726,"Girl",13
6479,"Girl",15
6847,"Girl",15
907,"Girl",11
3563,"Boy",13
5207,"Girl",15
2477,"Girl",11
6473,"Girl",15
4672,"Girl",13
6561,"Girl",15
1821,"Girl",11
6629,"Girl",15
786,"Girl",11
4055,"Boy",13
7816,"Girl",15
6372,"Boy",15
4626,"Girl",13
6049,"Boy",15
3637,"Boy",13
5075,"Girl",15
2033,"Boy",11
3302,"Boy",13
6694,"Girl",15
2753,"Girl",13
1596,"Boy",11
3974,"Boy",13
541,"Boy",11
6264,"Girl",15
4146,"Girl",13
6784,"Boy",15
6749,"Girl",15
7140,"Girl",15
329,"Boy",11
3385,"Boy",13
746,"Girl",11
783,"Boy",11
3412,"Boy",13
4379,"Girl",13
5293,"Boy",15
5549,"Girl",15
5494,"Girl",15
247,"Girl",11
2859,"Boy",13
3153,"Boy",11
5819,"Boy",15
5987,"Boy",15
4932,"Girl",13
5809,"Boy",15
1394,"Girl",11
6513,"Boy",15
169,"Boy",11
6058,"Boy",15
163,"Girl",11
3904,"Boy",13
5407,"Girl",15
3278,"Boy",13
1907,"Girl",11
826,"Girl",11
2610,"Boy",11
827,"Girl",11
4704,"Girl",13
3225,"Girl",13
3015,"Boy",13
4350,"Boy",13
1413,"Boy",11
4154,"Girl",13
6708,"Girl",15
1861,"Boy",11
6179,"Girl",15
6701,"Boy",15
941,"Girl",11
3404,"Boy",13
6099,"Boy",15
4995,"Boy",13
3410,"Girl",13
6003,"Boy",15
6359,"Girl",15
6363,"Girl",15
5951,"Boy",15
4861,"Girl",13
5157,"Boy",15
3388,"Girl",13
1189,"Girl",11
2916,"Boy",13
3098,"Girl",13
2182,"Boy",11
7001,"Girl",15
557,"Girl",11
6958,"Girl",15
4421,"Girl",13
5243,"Boy",15
4420,"Boy",13
5729,"Boy",15
1682,"Boy",11
6681,"Boy",15
1853,"Girl",11
6887,"Girl",15
5997,"Boy",15
5237,"Boy",15
4080,"Boy",13
2764,"Boy",13
5748,"Boy",15
7002,"Girl",15
6456,"Girl",15
7168,"Girl",15
1257,"Boy",11
2117,"Boy",11
5358,"Boy",15
4061,"Boy",13
4121,"Boy",13
7726,"Girl",15
5730,"Boy",15
1371,"Girl",11
3574,"Boy",13
6888,"Boy",15
6282,"Boy",15
6522,"Girl",15
4215,"Boy",13
7233,"Girl",15
6516,"Girl",15
1837,"Boy",11
7654,"Girl",15
1854,"Girl",11
150,"Boy",11
2583,"Girl",11
2593,"Girl",11
2059,"Boy",11
5199,"Girl",15
3758,"Boy",13
4955,"Boy",13
6885,"Girl",15
4159,"Boy",13
1971,"Girl",11
731,"Girl",11
3019,"Girl",13
1155,"Boy",11
7025,"Boy",15
6279,"Girl",15
4162,"Boy",13
3134,"Boy",13
6806,"Girl",15
6429,"Girl",15
879,"Boy",11
6896,"Girl",15
5297,"Boy",15
5495,"Boy",15
5233,"Boy",15
1179,"Boy",11
633,"Girl",11
4426,"Boy",13
5893,"Girl",15
7866,"Boy",15
200,"Girl",11
4282,"Girl",13
6543,"Boy",15
2268,"Girl",11
735,"Girl",11
4622,"Boy",13
6307,"Girl",15
6546,"Girl",15
2655,"Girl",11
5151,"Boy",15
6587,"Girl",15
7034,"Girl",15
3774,"Girl",13
7182,"Girl",15
6865,"Girl",15
5103,"Boy",15
4947,"Girl",13
6484,"Boy",15
2308,"Boy",11
1366,"Boy",11
7155,"Boy",15
5968,"Girl",15
1940,"Girl",11
6973,"Girl",15
4400,"Boy",13
4973,"Boy",13
2026,"Girl",11
4627,"Boy",13
2020,"Boy",11
2699,"Girl",13
7053,"Boy",15
1674,"Girl",11
7722,"Girl",15
6602,"Girl",15
1729,"Boy",11
2761,"Boy",13
5652,"Girl",15
2839,"Girl",13
5632,"Boy",15
6256,"Boy",15
3965,"Boy",13
1776,"Boy",11
7818,"Boy",15
1355,"Girl",11
2177,"Girl",11
6964,"Boy",15
2469,"Girl",11
2516,"Boy",11
385,"Boy",11
3755,"Girl",13
4557,"Boy",13
6175,"Boy",15
3138,"Boy",13
1382,"Girl",11
1101,"Girl",11
4810,"Boy",13
5886,"Girl",15
3264,"Girl",13
1778,"Girl",11
1039,"Boy",11
7660,"Girl",15
1852,"Girl",11
5587,"Boy",15
2607,"Boy",11
7640,"Boy",15
6818,"Boy",15
2717,"Girl",13
